INSTCODE,ACRONYM,ECPACRONYM,FULL_NAME,TYPE,GENEBANK_LONG_TERM_COLLECTIONS,BOTANICAL_GARDEN,GENEBANK_MEDIUM_TERM_COLLECTIONS,GENEBANK_SHORT_TERM_COLLECTIONS,STREET_POB,CITY_STATE,ZIP_CODE,PHONE,FAX,EMAIL,URL,LATITUDE,LONGITUDE,ALTITUDE,UPDATED_ON,V_INSTCODE,ISO3
KEN006,CRF,,Coffee Research Foundation (Coffee Board of Kenya),Governmental,,,,1,P.O. Box 4,Ruiru,,(0151)21047/21092,,crf@kenyaweb.com,,-1.09,36.57,null,02/05/2018,KEN006,KEN
KEN007,KARI,,"Kenya Agricultural Research Institute, Crop Plant Genetic Resources Centre",Parastatal,,,1,,PO Box 57811,Nairobi,,(254-02)583301-20,(254-02)583344,director@kari.org; resource.centre@kari.org,www.kari.org,-1.16,36.55,null,12/12/2014,KEN211,KEN
KEN008,KARI-Kibos,,Agricultural Research Station - Kibos,Governmental,,,,,P.O. Box 1221,"Kibos, Kisumu, Nyanza Province",,(057)43401,,,,null,null,null,11/09/2015,KEN008,KEN
KEN009,KARI-Molo,,Agricultural Research Centre - Molo,Governmental,,,,,P.O. Box 100,Molo,,,,,,null,null,null,11/09/2015,KEN009,KEN
KEN010,NARL,,National Agricultural Research Laboratories,Parastatal,,,,,P.O. Box 14733,Nairobi,800,(254-02)4443926,254-02-4443926,cdnarl@iconnect.co.ke,,null,null,null,11/09/2015,KEN010,KEN
KEN011,NCST,,National Council for Science and Technology,Governmental,,,,,P.O. Box 30623,Nairobi,,+254 2 336173,+254 2 330947,,,null,null,null,19/09/2014,KEN011,KEN
KEN012,MRTT,,"Ministry of Research, Technology and Technical Training",Governmental,,,,,P.O. Box 30568,Nairobi,,(02)219420/218637-9,,,,null,null,null,19/09/2014,KEN012,KEN
KEN013,KARI-Njoro,,Agricultural Research Station - Njoro,Parastatal,,,,,PO Njoro,Njoro,,254-051-61720/61528,,,,null,null,null,11/09/2015,KEN013,KEN
KEN014,TRFK,,Tea Research Foundation of Kenya (Tea Board of Kenya),Parastatal,1,1,,,P.O. Box 820,Kericho,20200,254-52-20598-9,254-52-20575,lib-trfk@kenyaweb.com,,null,null,null,12/12/2014,KEN014,KEN
KEN015,KARI-NGBK,,"National Genebank of Kenya, Crop Plant Genetic Resources Centre - Muguga",Parastatal,1,,1,,"P.O. Box 781, Kikuyu / P.O. Box 30148",Muguga,,254-020-2700462,,ngbk@wananchi.com,,-1.12,36.63,null,11/09/2015,KEN212,KEN
KEN016,FA,,"Faculty of Agriculture, University of Nairobi",Governmental,,,,,P.O. Box 30197,Nairobi,,,,,,null,null,null,12/12/2014,KEN016,KEN
KEN017,UON-DB,,"Department of Botany, University of Nairobi",Governmental,,,,,P.O. Box 30197,Nairobi,,,,,,null,null,null,12/12/2014,KEN017,KEN
KEN018,MU,,Moi University,Governmental,,,,,P.O. Box 3900,Eldoret,,,,,,null,null,null,12/12/2014,KEN018,KEN
KEN019,FFRWM,,"Faculty of Forest Resources and Wildlife Management, Moi University",Governmental,,,,,P.O. Box 3900,Eldoret,,,,,,null,null,null,12/12/2014,KEN019,KEN
KEN020,JKUCAT,,"College of Agriculture and Technology, Jomo Kenyatta University",Governmental,,,,,P.O. Box 6200,Eldoret,,,,,,null,null,null,12/12/2014,KEN185,KEN
KEN021,EAH-NMK,,East African Herbarium,Governmental,,1,,1,P.O. Box 40658-00100,Nairobi,,(254-2)3742131/3742161,(254-2)3741424,nmk@museums.or.ke,http://www.museums.or.ke,null,null,null,12/12/2014,KEN021,KEN
KEN022,ILRAD,,International Laboratory for Research on Animal Diseases (Headquarters),CGIAR,,,,,P.O. Box 30709,Nairobi,,(254-2)592151/632054,(254-2)593499/631499,,,-1.17,36.45,null,12/12/2014,KEN095,KEN
KEN023,ICRAF,,World Agroforestry Centre (Headquarters),CGIAR,1,0,1,0,"ICRAF House, Gigiri, P.O Box 30677",Nairobi,,(254-2)521450-7,(254-2)521001,,http://www.worldagroforestry.org/,-1.23,36.81,null,14/06/2023,KEN023,KEN
KEN024,UNESCO,,UNESCO Regional Office for Science and Technology,United Nations,,,,,P.O. Box 30592,Nairobi,,,,,,null,null,null,19/09/2014,KEN024,KEN
KEN025,KENGO,,Kenya Energy and Environmental Organizations,Non-Governmental,,,,,"Mwanzi Rd, Westlands, P.O.B. 48197",Nairobi,,749747/748281,,,,null,null,null,19/09/2014,KEN025,KEN
KEN026,EU,,Egerton University,Governmental,,,,,P.O. Box 536,Njoro,,(037)61456/61620-1,,,,null,null,null,12/12/2014,KEN026,KEN
KEN027,UNEP,,United Nations Environment Programme (Headquarters),United Nations,,,,,P.O. Box 30552,Nairobi,,(2542)520600/230800,(254-2)226886,,,null,null,null,19/09/2014,KEN027,KEN
KEN028,IPGRI,,IPGRI Regional Office Sub-Saharan Africa c/o ICRAF,CGIAR,,,,,PO Box 30677,Nairobi,,(254-2) 521514,(254-2) 521209,ipgri-ssa@cgiar.org,,null,null,null,19/02/2015,KEN028,KEN
KEN029,WIIAD,,Winrock International Institute for Agricultural Development,Non-Governmental,,,,,P.O. Box 252,Maseno,,,,,,null,null,null,19/09/2014,KEN029,KEN
KEN030,CIMMYT,,Centro Internacional de Mejoramiento de Maíz y Trigo,CGIAR,,,,,PO Box 25171,Nairobi,,(02)632054/632206,254-2-631499,,,null,null,null,19/09/2014,KEN030,KEN
KEN031,CIP,,CIP Region III (Tropical Africa),CGIAR,0,0,0,0,PO Box 25171,Nairobi,,+254 422 3600,,R.Gatimu@cgiar.org,http://www.cipotato.org,-1.22,36.63,null,17/08/2020,KEN031,KEN
KEN032,ICRISAT,,ICRISAT/SAFGRAD Coordinator for Sorghum and Millet c/o OAU/STRC,CGIAR,,,,,PO Box 30786,Nairobi,,(254-02)338544,,,,null,null,null,19/02/2015,KEN032,KEN
KEN033,ILCA,,"Kenyan Rangelands Programme, International Livestock Centre for Africa",CGIAR,,,,,P.O. Box 46847,Nairobi,,592066,,,,-1.17,36.5,null,12/12/2014,KEN095,KEN
KEN034,ICIPE,,International Centre for Insect Physiology and Ecology,International,,,,,P.O. Box 30,"Mbita, South Nyanza",,43281,,,,null,null,null,19/09/2014,KEN034,KEN
KEN035,KEFRI,,Kenya Forestry Research Institute,Governmental,,1,,,"P.O. Box 20412,",Nairobi,200,(254)-066-32891/2,(254)-066-32844,kefri@arcc.or.ke,http://www.kefri.org,null,null,null,17/08/2020,KEN035,KEN
KEN036,EAH,,East African Herbarium,Governmental,,1,,1,P.O. Box 45166-00100,Nairobi,,254-02-3742161,,plants@africaonline.or.ke,http://www.museums.or.ke,null,null,null,12/12/2014,KEN021,KEN
KEN037,FAO,,FAO Representation,United Nations,,,,,P.O. Box 30470,Nairobi,,725128/725069/725359,(00254-2)727584,,,null,null,null,12/12/2014,KEN037,KEN
KEN038,KARI-Mwea Tebere,,Agricultural Research Station - Mwea Tebere,Governmental,,,,,P.O. Box 298,Kerugoya,,Wanguru 57,,,,null,null,null,11/09/2015,KEN038,KEN
KEN039,SU-KEFRI,,"Service Unit, Kenya Forestry Research Institute",Governmental,,,,,P.O. Box 20412,Nairobi,,254-66-32009 ext 320,254-66-32844,kefri@arcc.or.ke,http://www.kefri.org,null,null,null,17/08/2020,KEN039,KEN
KEN040,KARI-Kakamega,,Agricultural Research Centre - Kakamega,Governmental,,,,,P.O. Box 169,Kakamega,,"02-331-30031, 39, 49",02-331-20893,kari-kk@swiftkisumu.com,,null,null,null,11/09/2015,KEN040,KEN
KEN041,KARI-Mtwapa,,Agricultural Research Centre - Mtwapa,Governmental,,,,1,P.O. Box 16,"Mtwapa, Kikambala",80109,254 - 041 - 5485842,254 - 041 - 5486207,"karimtw@africaonline.co.ke, irmamtw@africaonline.co.ke",,-3.56,39.43,null,11/09/2015,KEN041,KEN
KEN042,KARI-Tigoni,,Agricultural Research Centre - Tigoni,Parastatal,,,,,,Limuru,338,254-066-40998/40665-4,,"nprckari@arcc.or.ke, nprckari@clubinternet.com",,null,null,null,11/09/2015,KEN042,KEN
KEN043,NSQC,,National Seed Quality Control,Governmental,,,,,P.O. Box 1679,Lanet,,(037)85314-5,,,,null,null,null,11/09/2015,KEN043,KEN
KEN044,,,Kenyan Agroforestry Centre,Governmental,,,,,,Kitui,,,,,,null,null,null,19/09/2014,KEN044,KEN
KEN045,GBM,,The Green Belt Movement,Non-Governmental,,,,,P.O. Box 67545,Nairobi,,24634,,,,null,null,null,19/09/2014,KEN045,KEN
KEN046,TEA,,Teachers Environmental Association,Non-Governmental,,,,,"P.O. Box 231, Homa Bay",Nairobi,,,,,,null,null,null,19/09/2014,KEN046,KEN
KEN047,KARI-NARC-Muguga,,Agricultural Research Centre - Muguga,Governmental,,,,,P.O. Box 30148,Nairobi,,254 - 066 - 32880-6,,,,null,null,null,11/09/2015,KEN047,KEN
KEN049,ICIPE,,International Centre of Insect Physiology and Ecology,International,,,,,P.O. Box 30772,Nairobi,,(2542)43049/43081,803360,,,null,null,null,19/09/2014,KEN049,KEN
KEN050,UON,,"Kabete Library, University of Nairobi",Governmental,,,,,P.O. Box 29053,Kabete,,,,,,null,null,null,12/12/2014,KEN050,KEN
KEN051,KARI-Katumani,,Agricultural Research Centre - Katumani,Parastatal,,,1,,P.O. Box 340,Machakos,,254-044-30624/306206-7,254-044-30186,KARIKAT@kari.org,,-1.5,37.25,null,11/09/2015,KEN051,KEN
KEN052,KARI-Kitale,,Agricultural Research Centre - Kitale,Governmental,,,1,,P.O. Box 450,Kitale,,254-054 30378/30891,254-054 30378,irmaktl@africaonline.co.ke,http://www.kari.org,1.01,35.01,null,17/08/2020,KEN052,KEN
KEN053,,,"AID, c/o American Embassy Moi/Haile Selassie Avenue",,,,,,P.O. Box 30137,Nairobi,,,,,,null,null,null,19/09/2014,KEN053,KEN
KEN054,GTZ,,German Agricultural Team in Kenya,,,,,,P.O. Box 47051,Nairobi,,,,,,null,null,null,19/09/2014,KEN054,KEN
KEN055,ELCI,,Environment Liaison Centre International,International,,,,,P.O. Box 72461,Nairobi,,(254-2)562015/562022,562175,,,null,null,null,19/09/2014,KEN055,KEN
KEN056,ICRAF,,"Genetic Resources Unit, ICRAF",CGIAR,1,0,1,0,P.O. Box 30677,Nairobi,,+254 20 7224000,,worldagroforestry@cgiar.org,http://www.worldagroforestry.org/,-1.23,36.81,null,27/05/2019,KEN056,KEN
KEN057,USAID,,USAID - Kenya,,,,,,P.O. Box 30261,Nairobi,,,,,,null,null,null,19/02/2015,KEN057,KEN
KEN059,KSCo,,Kenya Seed Company,Parastatal,,,,1,P.O. Box 553,Kitale,,(054)20941-6,,,,null,null,null,10/01/2015,KEN059,KEN
KEN062,ACTS,,African Center for Technology Studies,International,,,,,P.O. Box 45917,Nairobi,,,336793,,,null,null,null,19/09/2014,KEN062,KEN
KEN063,CRS,,Catholic Relief Services-Kenya,Non-Governmental,,,,,P.O. Box 48932,Nairobi,,254-020-3741355,254-020-3747387,crskenya@crsnairobi.org,,null,null,null,19/09/2014,KEN063,KEN
KEN064,KCO,,Kenya Consumers' Organization,Non-Governmental,,,,,P.O. Box 21136,Nairobi,,,,,,null,null,null,19/09/2014,KEN064,KEN
KEN065,,,Wildlife Clubs of Kenya,Non-Governmental,,,,,P.O. Box 40658,Nairobi,,,,,,null,null,null,19/09/2014,KEN065,KEN
KEN066,VADA,,Voluntary Agencies Development Assistance,Non-Governmental,,,,,P.O. Box 57781,Nairobi,,,,,,null,null,null,19/09/2014,KEN066,KEN
KEN067,KIOF,,Kenya Institute of Organic Farming,Governmental,,,,,P.O. Box 34972,Nairobi,,,,,,null,null,null,19/09/2014,KEN067,KEN
KEN068,AWF,,African Wildlife Foundation,Non-Governmental,,,,,P.O. Box 48177,Nairobi,,,,,,null,null,null,19/09/2014,KEN068,KEN
KEN069,IYF,,International Youth Federation for Environmental Studies and Cons.,International,,,,,P.O. Box 8714 Ronald Ngala,Nairobi,,,,,,null,null,null,19/09/2014,KEN069,KEN
KEN070,,,IPF Programme Management Committee Indigenous Food Plants Programme,,,,,,P.O. Box 48108,Nairobi,,740262/741753,,,,null,null,null,19/09/2014,KEN070,KEN
KEN071,ANEN,,African NGO's Environment Network,Non-Governmental,,,,,P.O. Box 53844,Nairobi,,,,,,null,null,null,19/09/2014,KEN071,KEN
KEN072,EFK,,Evangelical Fellowship of Kenya,Non-Governmental,,,,,P.O. Box 60155,Nairobi,,,,,,null,null,null,19/09/2014,KEN072,KEN
KEN073,KFHC,,Kenya Freedom from Hunger Council,Non-Governmental,,,,,P.O. Box 30762,Nairobi,,,,,,null,null,null,19/09/2014,KEN073,KEN
KEN074,,,Action Aid,Non-Governmental,,,,,P.O. Box 42814,Nairobi,,,,,,null,null,null,19/09/2014,KEN074,KEN
KEN075,CARE,,CARE-Kenya,Non-Governmental,,,,,P.O. Box 43864,Nairobi,,,,,,null,null,null,19/09/2014,KEN075,KEN
KEN076,,,Kenya National Federation of Cooperatives,Non-Governmental,,,,,P.O. Box 49768,Nairobi,,,,,,null,null,null,19/09/2014,KEN076,KEN
KEN077,,,Kenya National Academy of Sciences,Governmental,,,,,P.O. Box 47288,Nairobi,,,,,,null,null,null,19/09/2014,KEN077,KEN
KEN078,,,Men of Trees,Non-Governmental,,,,,Box 29045,Nairobi,,,,,,null,null,null,19/02/2015,KEN078,KEN
KEN079,NCCK,,National Council of Churches of Kenya,Non-Governmental,,,,,P.O. Box 45009,Nairobi,,,,,,null,null,null,19/09/2014,KEN079,KEN
KEN080,OXFAM,,OXFAM,Non-Governmental,,,,,P.O. Box 45009,Nairobi,,,,,,null,null,null,19/09/2014,KEN080,KEN
KEN081,,,World Vision International,Non-Governmental,,,,,P.O. Box 58016,Nairobi,,(02)334080/224266-8,(254-2)334088,,,null,null,null,19/09/2014,KEN081,KEN
KEN082,,,Council for Human Ecology,Non-Governmental,,,,,P.O. Box 20300,Nairobi,,,,,,null,null,null,19/09/2014,KEN082,KEN
KEN083,UNDP,,United Nations Development Programme,United Nations,,,,,P.O. Box 30218,Nairobi,,520600/230800,(00254-2)331897,,,null,null,null,19/09/2014,KEN083,KEN
KEN084,FF-KEFRI,,"Farm Forestry, Kenya Forestry Research Institute",Governmental,,,,,P.O. Box 20412,Nairobi,,(254)-066-32891/2,(254)-066-32844,kefri@arcc.or.ke,http://www.kefri.org,null,null,null,17/08/2020,KEN084,KEN
KEN086,AACC,,All Africa Conference of Churches Seeds of Survival,Non-Governmental,,,,,P.O. Box 14205,Nairobi,,(02)441483/441338-9,(254-2)443241,,,null,null,null,19/09/2014,KEN086,KEN
KEN087,GRID,,Global Resources Information Database of the UNEP,United Nations,,,,,United Nations Av. P.O. Box 30552,Nairobi,,(254-2)333930,(254-2)520281,,,null,null,null,19/09/2014,KEN087,KEN
KEN088,CARE,,CARE International in Kenya,Non-Governmental,,,,,P.O. Box 606,"Siaya, Nyanza Province",,,,,,null,null,null,19/09/2014,KEN088,KEN
KEN089,IUCN,,World Conservation Union,Non-Governmental,,,,,,Nairobi,,,,,,null,null,null,19/09/2014,KEN089,KEN
KEN090,KWS,,Kenya Wildlife Services,Governmental,,,,,P.O. Box 40241,Nairobi,,(254-2)-600800,(254-2)-603792,kws@kws.org,http://www.kws.org,null,null,null,17/08/2020,KEN090,KEN
KEN091,MENR,,Ministry of Environment and Natural Resources,Governmental,,,,,,,,,,,,null,null,null,12/12/2014,KEN091,KEN
KEN092,MENR,,Forest Department,Governmental,,,,,P.O. Box 30513,Nairobi,,,,,,null,null,null,19/02/2015,KEN092,KEN
KEN093,,,Kenya Energy and Environment Organizations,,,,,,,,,,,,,null,null,null,19/09/2014,KEN093,KEN
KEN094,DRSRS,,Department of Remote Sensing and Resources Survey,Governmental,,,,,P.O.Box 47146 Kapiti Road,Nairobi,,(254-020)609013/27/79,(254-020)609705,,,null,null,null,19/02/2015,KEN094,KEN
KEN095,ILRI-Kenya,,International Livestock Research Institute,CGIAR,,,1,,P.O. Box 30709,Nairobi,,254-2 630743,254-2 631499,ILRI-Kenya@cgiar.org,https://www.ilri.org/,1.27,36.72,null,19/08/2020,KEN095,KEN
KEN096,CABI-ARC,,CAB International - Africa Regional Centre,,,,,,"P.O. Box 633, Village Market,",Nairobi,,254-2-524462,254-2-522150,,,null,null,null,19/09/2014,KEN096,KEN
KEN097,,,Embu Agricultural Staff Training College,,,,,,,,,,,,,null,null,null,19/09/2014,KEN097,KEN
KEN098,,,Farm Forestry Research Programme,,,,,,P.O. Box 20412,Nairobi,,254-154-33530/32891,254-154-32844,,,null,null,null,19/09/2014,KEN098,KEN
KEN099,KESREF,,Kenya Sugar Research Foundation,,,,,,P.O. Box 1681,Kisumu,,,,,,null,null,null,19/02/2015,KEN099,KEN
KEN100,FP-KEFRI,,"Forest Plantations, Kenya Forestry Research Institute",Governmental,,,,,P.O Box 20412 Nairobi,"NAIROBI, KENYA",200,254-66-32891 ext 213,254-066-32844,kefri@arcc.or.ke,www.kefri.org,null,null,null,19/09/2014,,KEN
KEN101,KARI-GBK,,Plant Genetic Resources Centre,Parastatal,1,,,,P.O. Box 30148,Nairobi,,254-066-32586,254-066-32586,ngbk@wananchi.com,www.kari.org,null,null,null,19/09/2014,,KEN
KEN102,KARI-NHRC-Thika,,National Horticultural Research Centre - Thika,Parastatal,,,,,PO Box 220,Thika,,254-067-21281-4/21134,,"karinhrc@nbnet.co.ke, karithi@kari.org",,null,null,null,19/02/2015,,KEN
KEN103,,,Mbaa Muthetheni Seed and Grain bank,,,,,,,,,,,,,null,null,null,19/02/2015,,KEN
KEN104,MoHANH,,Office of the Vice-President and Ministry of Home Affairs and National Heritage,Governmental,,,,,Jogoo House 'A' Taifa Road P.O. Box 30520,Nairobi,,254-020-228411,,,,null,null,null,23/08/2020,KEN104,KEN
KEN105,KENRIK,,Kenya Resource Centre for Indigenous Knowledge,Parastatal,,,,,P.O. Box 40658-00100,Nairobi,,(254-2)-3742160,(254-2)-741424,ikcenter@kenrik.org,http://www.museums.or.ke,null,null,null,12/12/2014,KEN105,KEN
KEN106,KARI-NRRC-Kiboko,,Agricultural Research Centre - Kiboko,Parastatal,,,,,P.O Box 12,Makindu,,254-045-622314/622466/622459,254-045-622314,mnenewn@africaonline.co.ke,,null,null,null,11/09/2015,KEN106,KEN
KEN107,,,Gembe and Rusinga Island Community based groups,,,,,,,Mbita Point,,,,,,null,null,null,19/02/2015,KEN107,KEN
KEN108,KARI-NARC-Marsabit,,Agricultural Research Centre - Marsabit,,,,,,P.O Box 147,Marigat,,069-2040/2220,,lewsnk@africaonline.co.ke,,null,null,null,11/09/2015,KEN108,KEN
KEN109,KARI-AHRSC-Lanet,,Agricultural Research Centre - Lanet,Parastatal,,,,,P.O Box 3840,Nakuru,,051-85334/85324/86441,,,,null,null,null,11/09/2015,KEN109,KEN
KEN110,KAP-KEFRI,,"Kaptagat Forest Station, Kenya Forestry Research Institute",Governmental,,,,,P.O. 4028,Eldoret,,,,,http://www.kefri.org,null,null,null,17/08/2020,KEN110,KEN
KEN111,,,Rockefeller Foundation,Private,,,,,P.O. Box 47543-00100,Nairobi,,254-02-228021-2,254-02-218840,,,null,null,null,19/09/2014,KEN111,KEN
KEN112,BF-KEFRI,,"Baringo Forest Station, Kenya Forestry Research Institute",Governmental,,,,,P.O. Box 57,Marigat,,,,,http://www.kefri.org,null,null,null,17/08/2020,KEN112,KEN
KEN113,AHP,,African Highland Produce,Private,,,,,,Kericho,,,,,,null,null,null,12/12/2014,KEN113,KEN
KEN114,,,Monsanto Central Africa Inc.,Private,,,,,Ngong Ave. Ngong Road.,Nairobi,,254-02-2719568-9,,,,null,null,null,19/09/2014,KEN114,KEN
KEN115,RPSUD,,Research Programme on Sustainable Use of Drylands,Regional,,,,,P.O. Box 45166,Nairobi,,(254-02)3742131 Ext. 291,,plants@africaonline.co.ke,,null,null,null,19/08/2020,KEN115,KEN
KEN116,KARI-NAHRC-Naivasha,,Agricultural Research Centre - Naivasha,,,,,,P.O Box 25,Naivasha,,050-20165-6/20102,,lewsnaiv@africaonline.co.ke,,null,null,null,11/09/2015,KEN116,KEN
KEN117,RELMA,,Regional Land Management Unit,CGIAR,,,,,P.O. Box 63403,Nairobi,,254-02-524400 /522575 ext. 4418,254-02-524401,relma@cgiar.org,http://www.relma.org,null,null,null,17/08/2020,KEN117,KEN
KEN118,EU,,European Union,International,,,,,P.O. Box 45119,Nairobi,100,254-02-2713020/1/2712905/6,254-02-2716481,kenya@delken.cec.eu.int,,null,null,null,19/09/2014,KEN118,KEN
KEN119,NEMA,,National Environment Management Authority,Parastatal,,,,,P.O. Box 67839 Kapiti Road,Nairobi,,(254-020)609013/27/79,254-020-608997,dgnema@swiftkenya.com,,null,null,null,12/12/2014,KEN119,KEN
KEN120,RNE,,"Norway, Royal Norwegian Embassy",International,,,,,P.O. Box 46363,Nairobi,,(254-02)-341415/6/7/8,(254-02)-216009,emb.nairobi@mfa.no,,null,null,null,19/09/2014,KEN120,KEN
KEN121,KU,,Kenyatta University,Governmental,,,,,P.O. Box 43844-00100,Nairobi,,(254-02)-810901/2/3/4/5,(254-02)-811573,,,null,null,null,12/12/2014,KEN121,KEN
KEN122,MU,,Maseno University,Governmental,,,,,P.O. Box Private Bag Maseno,Kisumu,,(254-057)-51620/22,,maseno@arcc.or.ke,,null,null,null,12/12/2014,KEN122,KEN
KEN123,IDRC,,International Development Research Centre,International,,,,,Liaison House P.O. Box 62084-00100,Nairobi,,(254-02)-2713160/1,(254-02)-2711063,postperson@idrc.or.ke,,null,null,null,19/09/2014,KEN123,KEN
KEN124,SIDA,,Sweedish International Development Agency,International,,,,,P.O. Box 30600,Nairobi,,(254-02)-229042/3/4/5,(254-02)-218908,ambassaden.nairobi@sida.se,,null,null,null,19/09/2014,KEN124,KEN
KEN125,KEPHIS,,Kenya Plant Health Inspectorate Services,Parastatal,,,,,P.O. Box 49295-00100,Nairobi,,254-02-4440087/ 4441804/ 4448663,254-02-4448940,kephis@nbnet.co.ke,,null,null,null,19/09/2014,KEN125,KEN
KEN126,IDA,,World Bank,International,,,,,P.O. box 30577,Nairobi,100,254-02-260300/ 2714141,254-02-720612,,http://www.worldbank.org,null,null,null,17/08/2020,KEN126,KEN
KEN127,TF-KEFRI,,"Turbo Forest Station, Kenya Forestry Reseach Institute",,,,,,P.O. Box 5,Turbo,,,,,http://www.kefri.org,null,null,null,17/08/2020,KEN127,KEN
KEN128,KARI-RRC-Garissa,,Agricultural Research Centre - Garissa,Parastatal,,,,,P.O Box 230,Garissa,,254-046-2300/2223,,,,null,null,null,11/09/2015,KEN128,KEN
KEN129,KARI-RRC-Kisii,,Agricultural Research Centre - Kisii,Parastatal,,,,,P.O Box 523,Kisii,,"254 - 058 31800, 31801, 31803",254 - 058-31800,kisiikari@west.nbnet.co.ke,,null,null,null,11/09/2015,KEN129,KEN
KEN130,KARI-RRC-Embu,,Agricultural Research Centre - Embu,Parastatal,,,,,P.O Box 27 - 60100,Embu,,254-68-20116/20873,254-68-30064,kariembu@salpha.co.ke; irmaembu@salpha.co.ke,,null,null,null,11/09/2015,KEN130,KEN
KEN131,KARI-RRSC-Matuga,,Agricultural Research Centre - Matuga,Parastatal,,,,,P.O Box 4,Matuga,,254-040-2482/51025,,"vkega@cereas.africaonline.co, m.vkega@yahoo.com",,null,null,null,11/09/2015,KEN131,KEN
KEN132,KARI-RRSC-Alupe,,Agricultural Research Centre - Alupe,Parastatal,,,,,P.O Box 278,Busia,,,,,,null,null,null,11/09/2015,KEN132,KEN
KEN133,KARI-ARSC-Ol Joro Orok,,Agricultural Research Centre - Ol Joro Orok,Parastatal,,,,,P.O Private Bag,Ol Joro Orok,,,,,,null,null,null,11/09/2015,KEN133,KEN
KEN134,KARI-VRSC-Trans Mara,,Verterinary Research Station - Trans Mara,Parastatal,,,,,P.O Box 73,Kilgoris,,,,,,null,null,null,11/09/2015,KEN134,KEN
KEN135,KARI-RRSC-Buchuma,,Agricultural Reseach Station - Buchuma,Parastatal,,,,,P.O Box 389,Voi,,,,,,null,null,null,11/09/2015,KEN135,KEN
KEN136,KARI-AHRSC-Mariakani,,Agricultural Research Centre - Mariakani,Parastatal,,,,,P.O Box 30,Mariakani,,,,,,null,null,null,11/09/2015,KEN136,KEN
KEN137,KARI-RRC- Perkerra,,Agricultural Research Centre - Perkerra,Parastatal,,,,,P.O Box 32,Marigat,,254-053-51259,,kariperk@kari.org,,null,null,null,11/09/2015,KEN137,KEN
KEN138,KARI-ARSC-Msabaha,,Agricultural Research Centre - Msabaha,Parastatal,,,,,P.O Box 344,Makueni,,,,,,null,null,null,11/09/2015,KEN138,KEN
KEN139,Bayer,,Bayer East Africa Ltd.,Private,,,,,P.O. Box 30320,Nairobi,100,254-020-860667-9,254-020-803345/861636,info@bayerea.com,,null,null,null,19/09/2014,KEN139,KEN
KEN140,MTI,,Ministry of Trade and Industry,Governmental,,,,,P.O. Box 30418,Nairobi,100,254-020-331030/333555,,,,null,null,null,19/09/2014,KEN140,KEN
KEN141,KIRDI,,Kenya Industrial Research and Development Institute,Governmental,,,,,P.O. Box 30650,Nairobi,100,254-02-535990/66/84,254-02-607023,dirkirdi@onlinekenya.com,,null,null,null,19/09/2014,KEN141,KEN
KEN142,TDP,,Technology Development Programme,Parastatal,,,,,P.O. Box 30650,Nairobi,100,254-020-554710,254-020-607023,wambugu@kenyaweb.com,,null,null,null,19/09/2014,KEN142,KEN
KEN143,HCDA,,Horticultural Crops Development Authority,Parastatal,,,,,P.O. Box 42601,Nairobi,100,254-020-827260/1/2,254-020-827264,hcda.md@swiftkenya.com,,null,null,null,19/09/2014,KEN143,KEN
KEN144,CO-OP BANK,,Co-operative Bank of Kenya Limited,Private,,,,,P. O. Box 48231,Nairobi,,254-02-225579,254-02-227749,,,null,null,null,19/09/2014,KEN144,KEN
KEN145,IFAD,,International Funds for Agricultural Development,,,,,,,,,,,,,null,null,null,19/02/2015,KEN145,KEN
